Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
14039;21100199542;"Colloquium Mathematicum";journal;"00101354, 17306302";"Institute of Mathematics. Polish Academy of Sciences";No;No;0,324;Q3;31;72;269;1372;181;266;0,44;19,06;21,95;0;Poland;Eastern Europe;"Institute of Mathematics. Polish Academy of Sciences";"2001-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
14040;21100241790;"International Journal of Differential Equations";journal;"16879651, 16879643";"John Wiley and Sons Ltd";Yes;No;0,324;Q3;32;29;76;784;95;74;1,06;27,03;24,00;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2010-2026";"Analysis (Q3); Applied Mathematics (Q3)";"Mathematics"
14041;21100307471;"International Journal of Innovation and Technology Management";journal;"17936950, 02198770";"World Scientific";No;No;0,324;Q3;35;64;170;5350;240;168;1,33;83,59;36,88;0;Singapore;Asiatic Region;"World Scientific";"2004-2026";"Management of Technology and Innovation (Q3)";"Business, Management and Accounting"
14042;19700201405;"International Journal of Micro Air Vehicles";journal;"17568307, 17568293";"SAGE Publications Inc.";Yes;No;0,324;Q3;33;15;78;428;168;75;1,50;28,53;13,33;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2010-2025";"Aerospace Engineering (Q3)";"Engineering"
14043;17800156772;"International Journal of Workplace Health Management";journal;"17538351, 1753836X";"Emerald Publishing";No;No;0,324;Q3;37;40;95;2402;134;94;1,08;60,05;61,21;0;United Kingdom;Western Europe;"Emerald Publishing";"2008-2026";"Business, Management and Accounting (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Business, Management and Accounting; Medicine"
14044;12100157243;"Iranian Journal of Biotechnology";journal;"23222921, 17283043";"National Institute of Genetic Engineering and Biotechnology";No;No;0,324;Q3;37;48;119;1663;235;118;1,62;34,65;37,67;0;Iran;Middle East;"National Institute of Genetic Engineering and Biotechnology";"2008-2026";"Biotechnology (Q3); Biochemistry (Q4); Genetics (Q4)";"Biochemistry, Genetics and Molecular Biology"
14045;17619;"Journal of Molecular Catalysis - B Enzymatic";journal;"13811177, 18733158";"Elsevier";No;No;0,324;Q3;115;0;1;0;3;1;0,00;0,00;0,00;0;Netherlands;Western Europe;"Elsevier";"1995-2017";"Bioengineering (Q3); Process Chemistry and Technology (Q3); Biochemistry (Q4); Catalysis (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering"
14046;7500153108;"Kyushu Journal of Mathematics";journal;"13406116";"Kyushu University, Faculty of Science";Yes;No;0,324;Q3;23;26;72;429;30;72;0,40;16,50;17,14;0;Japan;Asiatic Region;"Kyushu University, Faculty of Science";"1994-2025";"Mathematics (miscellaneous) (Q3)";"Mathematics"
14047;17600155004;"Numerical Analysis and Applications";journal;"19954239, 19954247";"Pleiades Publishing";No;No;0,324;Q3;17;31;95;613;62;95;0,53;19,77;24,56;0;United States;Northern America;"Pleiades Publishing";"2009-2025";"Numerical Analysis (Q3)";"Mathematics"
14048;21664;"Transactions of the Indian Ceramic Society";journal;"0371750X, 21655456";"Taylor and Francis Ltd.";No;No;0,324;Q3;28;33;91;1117;146;91;1,64;33,85;25,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1941-2026";"Ceramics and Composites (Q3)";"Materials Science"
14049;17949;"Ultrasound Quarterly";journal;"15360253, 08948771";"Lippincott Williams and Wilkins Ltd.";No;No;0,324;Q3;46;59;181;1550;198;168;1,28;26,27;41,39;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1988-1995, 1998-2026";"Radiology, Nuclear Medicine and Imaging (Q3)";"Medicine"
14050;21100898756;"Physics Education Research Conference Proceedings";conference and proceedings;"15399028, 23772379";"American Association of Physics Teachers";No;No;0,324;-;12;100;225;2195;134;223;0,60;21,95;50,68;0;United States;Northern America;"American Association of Physics Teachers";"2018-2025";"Education; Physics and Astronomy (miscellaneous)";"Physics and Astronomy; Social Sciences"
14051;21100898049;"Proceedings - 2018 5th International Workshop on Evolving Security and Privacy Requirements Engineering, ESPRE 2018";conference and proceedings;"-";"";No;No;0,324;-;5;0;7;0;13;5;1,86;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
14052;29272;"Journal of Cultural Geography";journal;"08873631";"Taylor and Francis Ltd.";No;No;0,323;Q1;31;17;50;697;56;48;1,15;41,00;57,14;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-1999, 2001-2026";"Cultural Studies (Q1); Geography, Planning and Development (Q2)";"Social Sciences"
14053;21100381293;"Children Australia";journal;"10350772, 20497776";"Cambridge University Press";No;No;0,323;Q2;18;52;98;1965;71;91;0,67;37,79;68,63;14;United Kingdom;Western Europe;"Cambridge University Press";"2008, 2010-2012, 2014-2020";"Sociology and Political Science (Q2); Developmental and Educational Psychology (Q3); Health (social science) (Q3)";"Psychology; Social Sciences"
14054;145657;"Conflict Resolution Quarterly";journal;"15365581, 15411508";"Wiley-Liss Inc.";No;No;0,323;Q2;29;14;72;560;54;59;0,68;40,00;61,90;1;United States;Northern America;"Wiley-Liss Inc.";"2002, 2005-2026";"Law (Q2); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
14055;21100828738;"Critical Housing Analysis";journal;"23362839";"Academy of Sciences of the Czech Republic, Institute of Sociology";Yes;Yes;0,323;Q2;19;18;44;546;43;42;0,83;30,33;24,00;5;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic, Institute of Sociology";"2014-2025";"Geography, Planning and Development (Q2); Sociology and Political Science (Q2); Urban Studies (Q2)";"Social Sciences"
14056;19900195042;"European Spatial Research and Policy";journal;"12311952, 18961525";"Lodz University Press";Yes;Yes;0,323;Q2;19;17;47;928;56;47;0,91;54,59;48,65;2;Poland;Eastern Europe;"Lodz University Press";"2009-2025";"Geography, Planning and Development (Q2)";"Social Sciences"
14057;21100224419;"International Journal of Computer Science in Sport";journal;"16844769";"Sciendo";Yes;No;0,323;Q2;18;11;48;489;54;47;1,31;44,45;6,67;0;Austria;Western Europe;"Sciendo";"2012-2025";"Computer Science (miscellaneous) (Q2); Biomedical Engineering (Q3)";"Computer Science; Engineering"
14058;19171;"Journal of Quality in Maintenance Engineering";journal;"13552511";"Emerald Group Publishing Ltd.";No;No;0,323;Q2;66;46;91;2062;166;90;1,74;44,83;18,80;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1995-2026";"Industrial and Manufacturing Engineering (Q2); Safety, Risk, Reliability and Quality (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Engineering"
14059;4700152284;"Turkish Journal of Biology";journal;"13036092, 13000152";"TUBITAK";No;No;0,323;Q2;58;54;184;2866;266;183;1,57;53,07;48,09;5;Turkey;Middle East;"TUBITAK";"2006-2025";"Agricultural and Biological Sciences (miscellaneous) (Q2); Cell Biology (Q4); Genetics (Q4); Microbiology (Q4); Molecular Biology (Q4); Physiology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
14060;21100239249;"Bridge Construction";journal;"10034722";"Wuhan Bridge Media Co., Ltd., MBEC";No;No;0,323;Q3;24;157;400;1749;571;400;1,52;11,14;21,46;0;China;Asiatic Region;"Wuhan Bridge Media Co., Ltd., MBEC";"2013-2025";"Building and Construction (Q3)";"Engineering"
14061;24761;"California Cooperative Oceanic Fisheries Investigations Reports";journal;"05753317";"Scripps Institution of Oceanography";No;No;0,323;Q3;44;0;12;0;10;12;0,50;0,00;0,00;0;United States;Northern America;"Scripps Institution of Oceanography";"1976, 1980, 1983-1984, 1996-2019";"Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences"
14062;22745;"Canadian Journal of Chemistry";journal;"00084042, 14803291";"National Research Council of Canada";No;No;0,323;Q3;76;113;427;4822;507;419;1,05;42,67;34,70;0;Canada;Northern America;"National Research Council of Canada";"1951, 1960, 1965, 1969, 1973-2026";"Chemistry (miscellaneous) (Q3); Organic Chemistry (Q3); Catalysis (Q4)";"Chemical Engineering; Chemistry"
14063;14976;"Canadian Journal of Civil Engineering";journal;"03151468, 12086029";"National Research Council of Canada";No;No;0,323;Q3;82;119;314;5053;454;301;1,38;42,46;20,06;4;Canada;Northern America;"National Research Council of Canada";"1971, 1974-2026";"Civil and Structural Engineering (Q3); Environmental Science (miscellaneous) (Q3)";"Engineering; Environmental Science"
14064;21100232822;"Environmental and Climate Technologies";journal;"22558837";"Walter de Gruyter GmbH";Yes;No;0,323;Q3;31;108;97;3976;252;97;2,41;36,81;37,32;8;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2026";"Environmental Science (miscellaneous) (Q3); Renewable Energy, Sustainability and the Environment (Q3)";"Energy; Environmental Science"
14065;29717;"Guangxue Xuebao/Acta Optica Sinica";journal;"02532239";"";No;No;0,323;Q3;46;613;1743;14053;2146;1743;1,42;22,92;33,02;0;China;Asiatic Region;"";"1984-1989, 1992-2026";"Atomic and Molecular Physics, and Optics (Q3); Electronic, Optical and Magnetic Materials (Q3)";"Materials Science; Physics and Astronomy"
14066;6400153116;"International Journal of Energy Sector Management";journal;"17506220";"Emerald Group Publishing Ltd.";No;No;0,323;Q3;42;80;138;4718;249;136;1,86;58,98;23,20;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2026";"Energy (miscellaneous) (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Energy"
14067;4700152774;"Journal of Marketing Channels";journal;"1046669X, 15407039";"Routledge";No;No;0,323;Q3;29;19;34;1226;37;27;0,24;64,53;26,09;0;United States;Northern America;"Routledge";"1991-2018, 2020";"Marketing (Q3)";"Business, Management and Accounting"
14068;17600155202;"Journal of Nano Research";journal;"16619897, 16625250";"Trans Tech Publications";No;No;0,323;Q3;39;52;239;2102;441;238;2,65;40,42;34,91;0;Switzerland;Western Europe;"Trans Tech Publications";"2008-2025";"Materials Science (miscellaneous) (Q3); Nanoscience and Nanotechnology (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Materials Science; Physics and Astronomy"
14069;9500154104;"Journal of Nanophotonics";journal;"19342608";"SPIE";No;No;0,323;Q3;48;74;282;3087;350;276;1,41;41,72;26,25;0;United States;Northern America;"SPIE";"2007-2025";"Condensed Matter Physics (Q3); Electronic, Optical and Magnetic Materials (Q3); Nanoscience and Nanotechnology (Q3)";"Materials Science; Physics and Astronomy"
14070;17231;"Journal of Nuclear Medicine Technology";journal;"15355675, 00914916";"Society of Nuclear Medicine Inc.";No;No;0,323;Q3;53;111;226;1291;202;183;0,81;11,63;41,10;2;United States;Northern America;"Society of Nuclear Medicine Inc.";"1974-1976, 1982, 1985-1986, 1988, 1991, 1993-2025";"Medicine (miscellaneous) (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";"Health Professions; Medicine"
14071;21100239225;"Journal of Spectroscopy";journal;"23144939, 23144920";"John Wiley and Sons Ltd";Yes;No;0,323;Q3;40;44;200;1556;370;199;1,74;35,36;36,07;2;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2013-2026";"Analytical Chemistry (Q3); Atomic and Molecular Physics, and Optics (Q3); Spectroscopy (Q4)";"Chemistry; Physics and Astronomy"
14072;17064;"Laser Therapy";journal;"18847269, 08985901";"Page Press Publications";No;No;0,323;Q3;32;11;92;235;120;79;1,27;21,36;26,47;0;Italy;Western Europe;"Page Press Publications";"1989-2000, 2004-2020, 2022-2026";"Biomedical Engineering (Q3); Surgery (Q3)";"Engineering; Medicine"
14073;15552;"Microprocessors and Microsystems";journal;"01419331";"Elsevier B.V.";No;No;0,323;Q3;62;287;428;9109;905;423;2,18;31,74;20,06;5;Netherlands;Western Europe;"Elsevier B.V.";"1978-2026";"Artificial Intelligence (Q3); Computer Networks and Communications (Q3); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
14074;21100781874;"News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences";journal;"2518170X, 22245278";"National Academy of Sciences of the Republic of Kazakhstan";Yes;No;0,323;Q3;20;155;472;2685;449;472;1,27;17,32;39,01;0;Kazakhstan;Asiatic Region;"National Academy of Sciences of the Republic of Kazakhstan";"2016-2026";"Geology (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences"
14075;5000156908;"Revista Brasileira de Ciencia Avicola / Brazilian Journal of Poultry Science";journal;"18069061, 1516635X";"Fundacao APINCO de Ciencia e Tecnologia Avicolas";Yes;No;0,323;Q3;43;88;333;3386;379;333;0,85;38,48;34,32;4;Brazil;Latin America;"Fundacao APINCO de Ciencia e Tecnologia Avicolas";"2002, 2006-2025";"Animal Science and Zoology (Q3)";"Agricultural and Biological Sciences"
14076;21100926584;"Russian Journal of Nonlinear Dynamics";journal;"26585324, 26585316";"Institute of Computer Science Izhevsk";Yes;No;0,323;Q3;12;43;137;1014;107;137;0,79;23,58;21,43;0;Russian Federation;Eastern Europe;"Institute of Computer Science Izhevsk";"2018-2025";"Control and Systems Engineering (Q3); Mechanical Engineering (Q3)";"Engineering"
14077;21100370880;"Therapeutic Hypothermia and Temperature Management";journal;"21537933, 21537658";"Mary Ann Liebert Inc.";No;No;0,323;Q3;20;41;128;1009;109;88;0,79;24,61;32,73;0;United States;Northern America;"Mary Ann Liebert Inc.";"2013-2025";"Anesthesiology and Pain Medicine (Q3); Critical Care and Intensive Care Medicine (Q3)";"Medicine"
14078;19792;"Zeitschrift fur Rheumatologie";journal;"14351250, 03401855";"Springer Medizin";No;No;0,323;Q4;45;180;447;4320;397;339;0,89;24,00;33,97;11;Germany;Western Europe;"Springer Medizin";"1974-2026";"Rheumatology (Q4)";"Medicine"
14079;21100197357;"IEEE-RAS International Conference on Humanoid Robots";conference and proceedings;"21640580, 21640572";"IEEE Computer Society";No;No;0,323;-;61;0;388;0;551;384;1,21;0,00;0,00;0;United States;Northern America;"IEEE Computer Society";"2011-2012, 2014-2019, 2021-2025";"Artificial Intelligence; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Hardware and Architecture; Human-Computer Interaction";"Computer Science; Engineering"
14080;21100827864;"Proceedings of the Workshop on Hot Topics in Operating Systems - HOTOS";conference and proceedings;"-";"";No;No;0,323;-;12;0;31;0;83;29;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Science (miscellaneous)";"Computer Science"
14081;21100963388;"UCC 2019 Companion - Proceedings of the 12th IEEE/ACM International Conference on Utility and Cloud Computing";conference and proceedings;"-";"";No;No;0,323;-;2;0;6;0;2;2;0,33;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture";"Computer Science"
14082;5600155637;"English Historical Review";journal;"00138266, 14774534";"Oxford University Press";No;No;0,322;Q1;36;30;82;3913;58;82;0,62;130,43;29,63;0;United Kingdom;Western Europe;"Oxford University Press";"1886-2025";"History (Q1)";"Arts and Humanities"
14083;21100217606;"International Journal of Community Music";journal;"17526302, 17526299";"Intellect Ltd.";No;No;0,322;Q1;21;22;74;767;37;66;0,35;34,86;61,11;1;United Kingdom;Western Europe;"Intellect Ltd.";"2008-2025";"Music (Q1)";"Arts and Humanities"
14084;17727;"Canadian Veterinary Journal";journal;"00085286";"Canadian Veterinary Medical Association";No;No;0,322;Q2;79;226;623;3243;409;527;0,59;14,35;54,24;0;Canada;Northern America;"Canadian Veterinary Medical Association";"1965-1982, 1986-2025";"Veterinary (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Veterinary"
14085;21100469612;"Child Development Research";journal;"20903995, 20903987";"Hindawi Publishing Corporation";Yes;No;0,322;Q2;11;0;17;0;22;17;1,50;0,00;0,00;0;United States;Northern America;"Hindawi Publishing Corporation";"2015-2019";"Linguistics and Language (Q2); Developmental and Educational Psychology (Q3); Education (Q3); Behavioral Neuroscience (Q4)";"Neuroscience; Psychology; Social Sciences"
14086;21100857955;"Data Technologies and Applications";journal;"25149288, 25149318";"Emerald Publishing";Yes;No;0,322;Q2;40;41;84;1853;200;83;2,42;45,20;24,21;0;United Kingdom;Western Europe;"Emerald Publishing";"2018-2026";"Library and Information Sciences (Q2); Information Systems (Q3)";"Computer Science; Social Sciences"
14087;21100258382;"International Journal of Power Electronics and Drive Systems";journal;"20888694";"Institute of Advanced Engineering and Science";Yes;No;0,322;Q2;37;241;641;6819;1115;641;2,03;28,29;20,03;0;Indonesia;Asiatic Region;"Institute of Advanced Engineering and Science";"2011-2025";"Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q3)";"Energy; Engineering"
14088;21100211745;"Journal of Information Systems Education";journal;"25743872, 10553096";"ISCAP- Information Systems and Computing Academic Professionals";No;No;0,322;Q2;31;26;63;971;122;63;1,92;37,35;26,23;0;United States;Northern America;"ISCAP- Information Systems and Computing Academic Professionals";"2012-2026";"Engineering (miscellaneous) (Q2); Education (Q3); E-learning (Q3)";"Engineering; Social Sciences"
