Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
21765;12100157211;"Diabetologie und Stoffwechsel";journal;"18619002, 18619010";"Georg Thieme Verlag";No;No;0,149;Q4;18;215;313;1265;83;184;0,45;5,88;35,37;5;Germany;Western Europe;"Georg Thieme Verlag";"2006-2025";"Endocrinology, Diabetes and Metabolism (Q4)";"Medicine"
21766;4000148505;"Ekoloji";journal;"13001361";"Cevkor Vakfi";No;No;0,149;Q4;25;582;266;12014;171;266;0,65;20,64;44,86;0;Turkey;Middle East;"Cevkor Vakfi";"2006-2019";"Ecology, Evolution, Behavior and Systematics (Q4); Nature and Landscape Conservation (Q4); Pollution (Q4)";"Agricultural and Biological Sciences; Environmental Science"
21767;21100778885;"Environmental Research, Engineering and Management";journal;"20292139, 13921649";"Kaunas University of Technology";Yes;No;0,149;Q4;19;28;90;804;31;77;0,42;28,71;57,75;1;Lithuania;Eastern Europe;"Kaunas University of Technology";"2015-2025";"Environmental Engineering (Q4); Management, Monitoring, Policy and Law (Q4); Pollution (Q4); Renewable Energy, Sustainability and the Environment (Q4); Waste Management and Disposal (Q4)";"Energy; Environmental Science"
21768;21100834525;"Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie";journal;"23666145, 23666218";"Springer Fachmedien Wiesbaden GmbH";No;No;0,149;Q4;20;45;126;1299;32;110;0,21;28,87;59,15;4;Germany;Western Europe;"Springer Fachmedien Wiesbaden GmbH";"2016-2026";"Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)";"Business, Management and Accounting; Psychology; Social Sciences"
21769;21100239819;"Historia da Educacao";journal;"14143518, 22363459";"Associacao Sul Rio Grandense de Pesquisadores em Historia da Educacao";Yes;Yes;0,149;Q4;8;63;187;2086;17;175;0,05;33,11;51,16;0;Brazil;Latin America;"Associacao Sul Rio Grandense de Pesquisadores em Historia da Educacao";"2013-2025";"Education (Q4)";"Social Sciences"
21770;10700153304;"Indian Journal of Rheumatology";journal;"09733698";"SAGE Publications Ltd";Yes;Yes;0,149;Q4;17;95;240;2198;53;150;0,21;23,14;40,57;1;India;Asiatic Region;"SAGE Publications Ltd";"2007-2026";"Rheumatology (Q4)";"Medicine"
21771;21100896488;"International Journal of Business Intelligence Research";journal;"19473605, 19473591";"IGI Global Publishing";No;No;0,149;Q4;10;9;9;494;7;9;0,78;54,89;33,33;0;United States;Northern America;"IGI Global Publishing";"2018-2025";"Information Systems and Management (Q4); Management Information Systems (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
21772;21100855995;"International Journal of Cloud Computing";journal;"20439997, 20439989";"Inderscience Enterprises Ltd";No;No;0,149;Q4;11;23;38;559;30;36;0,79;24,30;39,02;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2013-2014, 2017-2025";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Software (Q4)";"Computer Science"
21773;21100198528;"International Journal of Geoinformatics";journal;"16866576, 26730014";"Association for Geoinformation Technology";No;No;0,149;Q4;18;34;107;848;31;107;0,22;24,94;35,29;0;Thailand;Asiatic Region;"Association for Geoinformation Technology";"2008-2026";"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4); Instrumentation (Q4)";"Earth and Planetary Sciences; Physics and Astronomy; Social Sciences"
21774;21100788832;"International Journal of Medicinal Chemistry";journal;"20902069";"";Yes;No;0,149;Q4;4;0;3;0;3;3;0,00;0,00;0,00;0;United States;Northern America;"";"";"Biochemistry (Q4); Drug Discovery (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
21775;21100873480;"International Journal of Nonlinear Analysis and Applications (discontinued)";journal;"20086822";"Semnan University";Yes;No;0,149;Q4;20;40;40;1117;14;40;0,35;27,93;12,99;0;Iran;Middle East;"Semnan University";"2018-2022";"Analysis (Q4); Applied Mathematics (Q4)";"Mathematics"
21776;21100211105;"Internetworking Indonesia Journal";journal;"19429703";"Internetworking Indonesia";Yes;Yes;0,149;Q4;13;24;61;457;53;59;1,00;19,04;27,59;0;United States;Northern America;"Internetworking Indonesia";"2009-2025";"Computer Science (miscellaneous) (Q4)";"Computer Science"
21777;21100781741;"Journal of Cyber Security and Mobility";journal;"22454578, 22451439";"";No;No;0,149;Q4;21;22;69;707;49;69;0,75;32,14;23,40;0;Denmark;Western Europe;"";"2012-2025";"Computer Networks and Communications (Q4); Hardware and Architecture (Q4)";"Computer Science"
21778;21100795043;"Journal of Natural Remedies";journal;"23203358, 09725547";"Informatics Publishing Limited";Yes;No;0,149;Q4;28;26;55;980;40;55;0,43;37,69;40,63;1;India;Asiatic Region;"Informatics Publishing Limited";"2002-2026";"Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
21779;19700177120;"Journal of the Australian and New Zealand Student Services Association";journal;"22078460, 13202480";"Australian and New Zealand Student Services Association";Yes;Yes;0,149;Q4;11;8;40;114;17;37;0,33;14,25;62,50;0;Australia;Pacific Region;"Australian and New Zealand Student Services Association";"2009-2013, 2016-2025";"Education (Q4)";"Social Sciences"
21780;55321;"Journal of the Professional Association for Cactus Development";journal;"1938663X, 19386648";"Professional Association for Cactus Development";No;No;0,149;Q4;23;13;17;542;7;17;0,54;41,69;27,27;0;United States;Northern America;"Professional Association for Cactus Development";"2003-2011, 2013-2026";"Horticulture (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
21781;35613;"Landtechnik";journal;"00238082";"Kuratorium fur Technik und Bauwesen in der Landwirtschaft e.V. (KTBL)";Yes;Yes;0,149;Q4;0;0;0;0;0;0;0,00;0,00;0,00;0;Germany;Western Europe;"Kuratorium fur Technik und Bauwesen in der Landwirtschaft e.V. (KTBL)";"1978, 1980-1981, 1988, 2001, 2012-2024";"Agronomy and Crop Science (Q4); Horticulture (Q4)";"Agricultural and Biological Sciences"
21782;21100857165;"Margin";journal;"09738029, 00252921";"SAGE Publications Ltd";No;No;0,149;Q4;23;18;58;705;24;58;0,31;39,17;32,00;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2007-2025";"Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
21783;21100430613;"Monographs in Leadership and Management";book series;"14793571";"Emerald Group Publishing Ltd.";No;No;0,149;Q4;13;0;33;0;15;18;0,40;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007, 2014-2016, 2018, 2025-2026";"Strategy and Management (Q4)";"Business, Management and Accounting"
21784;21100778840;"Obesity and Metabolism";journal;"20718713, 23065524";"Russian Association of Endocrinologists";Yes;Yes;0,149;Q4;15;52;117;1734;83;117;0,66;33,35;70,59;0;Russian Federation;Eastern Europe;"Russian Association of Endocrinologists";"2016-2025";"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
21785;21100787535;"Organizations and Markets in Emerging Economies";journal;"23450037, 20294581";"Vilnius University";Yes;Yes;0,149;Q4;15;20;48;1188;25;42;0,47;59,40;27,78;0;Lithuania;Eastern Europe;"Vilnius University";"2016-2025";"Business and International Management (Q4); Development (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
21786;21100902612;"Plant Science Today";journal;"23481900";"Horizon e-Publishing Group";Yes;No;0,149;Q4;22;88;32;3638;21;32;0,66;41,34;41,70;3;India;Asiatic Region;"Horizon e-Publishing Group";"2018-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science"
21787;21100199815;"Reproductive Biology Insights";journal;"11786426";"SAGE Publications Ltd";Yes;No;0,149;Q4;5;0;2;0;1;2;0,00;0,00;0,00;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2011, 2013-2016";"Reproductive Medicine (Q4)";"Medicine"
21788;91247;"Review of Clinical Pharmacology and Pharmacokinetics, International Edition (discontinued)";journal;"10116583, 29451922";"PHARMAKON-Press";No;No;0,149;Q4;9;37;38;333;5;38;0,13;9,00;56,84;0;Greece;Western Europe;"PHARMAKON-Press";"1989-2024";"Pharmacology (medical) (Q4)";"Medicine"
21789;24991;"Review of Marketing Science";journal;"15465616";"Walter de Gruyter GmbH";No;No;0,149;Q4;15;8;5;423;3;5;0,50;52,88;31,25;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2003-2017, 2019-2025";"Marketing (Q4)";"Business, Management and Accounting"
21790;20100195029;"Revista Espanola de Nutricion Humana y Dietetica";journal;"21731292, 21745145";"Asociacion Espanola de Dietistas-Nutricionistas";Yes;Yes;0,149;Q4;16;111;193;1676;92;171;0,34;15,10;65,49;1;Spain;Western Europe;"Asociacion Espanola de Dietistas-Nutricionistas";"2011-2025";"Food Science (Q4); Nutrition and Dietetics (Q4)";"Agricultural and Biological Sciences; Nursing"
21791;21100857406;"Rossiyskiy Vestnik Perinatologii i Pediatrii";journal;"25002228, 10274065";"National Academy of Pediatric Science and Innovation";Yes;No;0,149;Q4;12;139;258;3004;94;257;0,36;21,61;73,46;1;Russian Federation;Eastern Europe;"National Academy of Pediatric Science and Innovation";"2017-2025";"Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
21792;21100206210;"Scopus: Journal of East African Ornithology";journal;"23131799, 02504162";"Bird Committee of the East Africa Natural History Society";Yes;No;0,149;Q4;7;10;49;206;6;41;0,10;20,60;7,14;0;Kenya;Africa;"Bird Committee of the East Africa Natural History Society";"2009-2011, 2013-2024";"Animal Science and Zoology (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
21793;29950;"Soins Pediatrie/Puericulture";journal;"12594792";"Elsevier Masson s.r.l.";No;No;0,149;Q4;4;70;215;640;8;177;0,04;9,14;74,39;0;France;Western Europe;"Elsevier Masson s.r.l.";"1995-2026";"Pediatrics (Q4)";"Nursing"
21794;21100897776;"Theory and Applications of Graphs";journal;"24709859";"Georgia Southern University";Yes;Yes;0,149;Q4;7;12;13;231;5;13;0,38;19,25;40,91;0;United States;Northern America;"Georgia Southern University";"2018-2025";"Discrete Mathematics and Combinatorics (Q4); Numerical Analysis (Q4); Theoretical Computer Science (Q4)";"Mathematics"
21795;19805;"Transactions of the Canadian Society for Mechanical Engineering";journal;"03158977";"Canadian Society for Mechanical Engineering";No;No;0,149;Q4;29;57;183;1223;109;181;0,67;21,46;18,90;0;Canada;Northern America;"Canadian Society for Mechanical Engineering";"1972-1973, 1975-1976, 1978, 1980-1981, 1983-2026";"Mechanical Engineering (Q4)";"Engineering"
21796;12000154541;"Ukrainian Journal of Physics";journal;"20710186, 20710194";"Naukova Dumka";No;No;0,149;Q4;23;142;383;3561;178;379;0,49;25,08;23,25;0;Ukraine;Eastern Europe;"Naukova Dumka";"2007-2026";"Physics and Astronomy (miscellaneous) (Q4)";"Physics and Astronomy"
21797;18324;"Vestnik Rossiiskoi Akademii Meditsinskikh Nauk";journal;"08696047, 24143545";"Publishing House of the Union of Pediatricians";No;No;0,149;Q4;22;48;150;1845;104;150;0,59;38,44;54,47;1;Russian Federation;Eastern Europe;"Publishing House of the Union of Pediatricians";"1992-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
21798;24583;"Zoologische Garten";journal;"00445169";"Urban und Fischer Verlag Jena";No;No;0,149;Q4;12;0;40;0;16;39;0,33;0,00;0,00;0;Germany;Western Europe;"Urban und Fischer Verlag Jena";"2004-2017";"Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
21799;21100465002;"1st IMEKO TC4 International Workshop on Metrology for Geotechnics, MetroGeotechnics 2016";conference and proceedings;"-";"";No;No;0,149;-;8;0;61;0;44;59;0,00;0,00;0,00;0;Hungary;Eastern Europe;"";"";"Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Human-Computer Interaction";"Computer Science"
21800;21100457331;"2015 International Conference on Computing, Communication and Security, ICCCS 2015";conference and proceedings;"-";"";No;No;0,149;-;11;0;96;0;55;94;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Human-Computer Interaction; Software";"Computer Science"
21801;21100805306;"2016 3rd International Conference on Electrical Engineering and Information and Communication Technology, iCEEiCT 2016";conference and proceedings;"-";"";No;No;0,149;-;15;0;136;0;131;135;0,96;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Control and Optimization; Energy Engineering and Power Technology; Mechanical Engineering; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Engineering; Mathematics"
21802;21100801704;"2016 3rd International Conference on Systems and Informatics, ICSAI 2016";conference and proceedings;"-";"";No;No;0,149;-;15;0;213;0;122;211;0,57;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
21803;21100773798;"2016 5th International Conference on Modern Circuits and Systems Technologies, MOCAST 2016";conference and proceedings;"-";"";No;No;0,149;-;8;0;73;0;43;72;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Control and Optimization; Modeling and Simulation";"Computer Science; Mathematics"
21804;21100810629;"2016 7th International Green and Sustainable Computing Conference, IGSC 2016";conference and proceedings;"-";"";No;No;0,149;-;8;0;45;0;28;43;0,62;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Electronic, Optical and Magnetic Materials; Instrumentation";"Computer Science; Materials Science; Physics and Astronomy"
21805;21100813770;"2016 IEEE European Technology and Engineering Management Summit, E-TEMS 2016";conference and proceedings;"-";"";No;No;0,149;-;3;0;7;0;3;6;0,43;0,00;0,00;0;United States;Northern America;"";"";"Biomedical Engineering; Computer Networks and Communications; Electrical and Electronic Engineering; Environmental Engineering; Hardware and Architecture; Instrumentation; Signal Processing; Software";"Computer Science; Engineering; Environmental Science; Physics and Astronomy"
21806;21100812630;"2016 IEEE MTT-S International Wireless Symposium, IWS 2016";conference and proceedings;"-";"";No;No;0,149;-;1;0;1;0;0;1;0,00;0,00;0,00;0;United States;Northern America;"";"";"Bioengineering; Renewable Energy, Sustainability and the Environment";"Chemical Engineering; Energy"
21807;21100469420;"2016 International Conference on Computing, Electronic and Electrical Engineering, ICE Cube 2016 - Proceedings";conference and proceedings;"-";"";No;No;0,149;-;11;0;60;0;53;58;0,00;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials";"Engineering; Materials Science"
21808;21100793737;"2016 International Conference on ICT for Smart Society, ICISS 2016";conference and proceedings;"-";"";No;No;0,149;-;8;0;23;0;29;22;0,00;0,00;0,00;0;United States;Northern America;"";"";"Agricultural and Biological Sciences (miscellaneous); Biotechnology; Computational Mathematics; Computer Science Applications; Genetics; Health Informatics; Medicine (miscellaneous)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics; Medicine"
21809;21100785508;"2016 International Conference on VLSI Systems, Architectures, Technology and Applications, VLSI-SATA 2016";conference and proceedings;"-";"";No;No;0,149;-;8;0;41;0;33;39;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
21810;21100800611;"2016 International Symposium on Intelligent Signal Processing and Communication Systems, ISPACS 2016";conference and proceedings;"-";"";No;No;0,149;-;9;0;100;0;68;99;0,68;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Control and Systems Engineering";"Computer Science; Engineering; Mathematics"
21811;21100468814;"6th Conference on Thermal Power Plants, CTPP 2016";conference and proceedings;"-";"";No;No;0,149;-;7;0;18;0;13;17;0,00;0,00;0,00;0;United States;Northern America;"";"";"Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy"
21812;21100461325;"AIAA Infotech @ Aerospace Conference";conference and proceedings;"-";"";No;No;0,149;-;10;0;64;0;46;63;0,00;0,00;0,00;0;United States;Northern America;"";"";"Health Informatics; Health Information Management";"Health Professions; Medicine"
21813;21100805754;"Proceedings - 2016 European Intelligence and Security Informatics Conference, EISIC 2016";conference and proceedings;"-";"";No;No;0,149;-;10;0;48;0;60;45;1,25;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture";"Computer Science"
